cod,descr,per,anoinicio,unidade
9418,"IED - Virgens, ilhas Britânicas - Construção - anual","""A""",1996,"""US$ (milhões)"""
9419,"IED - Virgens, ilhas Britânicas - Correio e telecomunicações - anual","""A""",1996,"""US$ (milhões)"""
9420,"IED - Virgens, ilhas Britânicas - Edição, impressão e reprodução de gravações - anual","""A""",1996,"""US$ (milhões)"""
9422,"IED - Virgens, ilhas Britânicas - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9423,"IED - Virgens, ilhas Britânicas - Extração de minerais metálicos - anual","""A""",1996,"""US$ (milhões)"""
9424,"IED - Virgens, ilhas Britânicas - Extração de minerais não-metálicos - anual","""A""",1996,"""US$ (milhões)"""
9425,"IED - Virgens, ilhas Britânicas - Extração de petróleo e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9426,"IED - Virgens, ilhas Britânicas - Fabricação de artigos de borracha e plástico - anual","""A""",1996,"""US$ (milhões)"""
9427,"IED - Virgens, ilhas Britânicas - Fabricação de celulose, papel e produtos de papel - anual","""A""",1996,"""US$ (milhões)"""
9428,"IED - Virgens, ilhas Britânicas - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9429,"IED - Virgens, ilhas Britânicas - Fabricação de máquinas e equipamentos - anual","""A""",1996,"""US$ (milhões)"""
9430,"IED - Virgens, ilhas Britânicas - Fabricação de máquinas para escritório e equipamentos de informática - anual","""A""",1996,"""US$ (milhões)"""
9431,"IED - Virgens, ilhas Britânicas - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9432,"IED - Virgens, ilhas Britânicas - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual","""A""",1996,"""US$ (milhões)"""
9433,"IED - Virgens, ilhas Britânicas - Fabricação de móveis e indústrias diversas - anual","""A""",1996,"""US$ (milhões)"""
9434,"IED - Virgens, ilhas Britânicas - Fabricação de produtos alimentícios e bebidas - anual","""A""",1996,"""US$ (milhões)"""
9435,"IED - Virgens, ilhas Britânicas - Fabricação de produtos de madeira - anual","""A""",1996,"""US$ (milhões)"""
9436,"IED - Virgens, ilhas Britânicas - Fabricação de produtos de metal - anual","""A""",1996,"""US$ (milhões)"""
9437,"IED - Virgens, ilhas Britânicas - Fabricação de produtos de minerais não-metálicos - anual","""A""",1996,"""US$ (milhões)"""
9438,"IED - Virgens, ilhas Britânicas - Fabricação de produtos do fumo - anual","""A""",1996,"""US$ (milhões)"""
9439,"IED - Virgens, ilhas Britânicas - Fabricação de produtos químicos - anual","""A""",1996,"""US$ (milhões)"""
9440,"IED - Virgens, ilhas Britânicas - Fabricação de produtos têxteis - anual","""A""",1996,"""US$ (milhões)"""
9441,"IED - Virgens, ilhas Britânicas - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9442,"IED - Virgens, ilhas Britânicas - Intermediação financeira - anual","""A""",1996,"""US$ (milhões)"""
9444,"IED - Virgens, ilhas Britânicas - Pesca, aqüicultura e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9445,"IED - Virgens, ilhas Britânicas - Saúde e serviços sociais - anual","""A""",1996,"""US$ (milhões)"""
9446,"IED - Virgens, ilhas Britânicas - Seguros e previdência privada - anual","""A""",1996,"""US$ (milhões)"""
9447,"IED - Virgens, ilhas Britânicas - Serviços pessoais - anual","""A""",1996,"""US$ (milhões)"""
9448,"IED - Virgens, ilhas Britânicas - Serviços prestados a empresas - anual","""A""",1996,"""US$ (milhões)"""
9449,"IED - Virgens, ilhas Britânicas - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9450,"IED - Virgens, ilhas Britânicas - Transporte aéreo - anual","""A""",1996,"""US$ (milhões)"""
9452,"IED - Virgens, ilhas Britânicas - Transporte terrestre - anual","""A""",1996,"""US$ (milhões)"""
9453,"IED - Virgens, ilhas Estados Unidos - Total - anual","""A""",1996,"""US$ (milhões)"""
9454,"IED - Virgens, ilhas Estados Unidos - Atividades imobiliárias - anual","""A""",1996,"""US$ (milhões)"""
9455,"IED - Virgens, ilhas Estados Unidos - Comércio varejista e reparação de objetos pessoais - anual","""A""",1996,"""US$ (milhões)"""
9456,IED - Zimbábue - Total - anual,"""A""",1996,"""US$ (milhões)"""
9457,"IED - Zimbábue - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9458,IED - África do Sul - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9459,IED - África do Sul - Comércio varejista e reparação de objetos pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9460,IED - Alemanha - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9461,"IED - Alemanha - Agricultura, pecuária e serviços relacionados - mensal","""M""",2001,"""US$ (milhões)"""
9462,IED - Alemanha - Alojamento e alimentação - mensal,"""M""",2001,"""US$ (milhões)"""
9463,"IED - Alemanha - Aluguel de veículos, máquinas, equipamentos e objetos - mensal","""M""",2001,"""US$ (milhões)"""
9464,IED - Alemanha - Atividades auxiliares da intermediação financeira - mensal,"""M""",2001,"""US$ (milhões)"""
9465,IED - Alemanha - Atividades auxiliares de transportes e agências de viagem - mensal,"""M""",2001,"""US$ (milhões)"""
9466,IED - Alemanha - Atividades de informática e conexas - mensal,"""M""",2001,"""US$ (milhões)"""
9467,IED - Alemanha - Atividades imobiliárias - mensal,"""M""",2001,"""US$ (milhões)"""
9469,"IED - Alemanha - Comércio e reparação de veículos, comércio de combustíveis - mensal","""M""",2001,"""US$ (milhões)"""
9470,IED - Alemanha - Comércio por atacado e intermediações do comércio - mensal,"""M""",2001,"""US$ (milhões)"""
9471,IED - Alemanha - Comércio varejista e reparação de objetos pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9472,IED - Alemanha - Construção - mensal,"""M""",2001,"""US$ (milhões)"""
9473,"IED - Alemanha - Edição, impressão e reprodução de gravações - mensal","""M""",2001,"""US$ (milhões)"""
9474,"IED - Alemanha - Eletricidade, gás e água quente - mensal","""M""",2001,"""US$ (milhões)"""
9475,IED - Alemanha - Extração de minerais metálicos - mensal,"""M""",2001,"""US$ (milhões)"""
9477,IED - Alemanha - Extração de petróleo e serviços relacionados - mensal,"""M""",2001,"""US$ (milhões)"""
9478,IED - Alemanha - Fabricação de artigos de borracha e plástico - mensal,"""M""",2001,"""US$ (milhões)"""
9479,"IED - Alemanha - Fabricação de celulose, papel e produtos de papel - mensal","""M""",2001,"""US$ (milhões)"""
9480,"IED - Alemanha - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - mensal","""M""",2001,"""US$ (milhões)"""
9481,IED - Alemanha - Fabricação de máquinas e equipamentos - mensal,"""M""",2001,"""US$ (milhões)"""
9482,"IED - Alemanha - Fabricação de máquinas, aparelhos e materiais elétricos - mensal","""M""",2001,"""US$ (milhões)"""
9483,IED - Alemanha - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal,"""M""",2001,"""US$ (milhões)"""
9484,IED - Alemanha - Fabricação de móveis e indústrias diversas - mensal,"""M""",2001,"""US$ (milhões)"""
9485,IED - Alemanha - Fabricação de produtos alimentícios e bebidas - mensal,"""M""",2001,"""US$ (milhões)"""
9486,IED - Alemanha - Fabricação de produtos de madeira - mensal,"""M""",2001,"""US$ (milhões)"""
9487,IED - Alemanha - Fabricação de produtos de metal - mensal,"""M""",2001,"""US$ (milhões)"""
9488,IED - Alemanha - Fabricação de produtos de minerais não-metálicos - mensal,"""M""",2001,"""US$ (milhões)"""
9489,IED - Alemanha - Fabricação de produtos químicos - mensal,"""M""",2001,"""US$ (milhões)"""
9490,IED - Alemanha - Fabricação de produtos têxteis - mensal,"""M""",2001,"""US$ (milhões)"""
9491,"IED - Alemanha - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal","""M""",2001,"""US$ (milhões)"""
9492,IED - Alemanha - Fabricação de outros equipamentos de transporte - mensal,"""M""",2001,"""US$ (milhões)"""
9493,IED - Alemanha - Intermediação financeira - mensal,"""M""",2001,"""US$ (milhões)"""
9494,IED - Alemanha - Limpeza urbana e esgoto e atividades conexas - mensal,"""M""",2001,"""US$ (milhões)"""
9495,IED - Alemanha - Metalurgia básica - mensal,"""M""",2001,"""US$ (milhões)"""
9496,IED - Alemanha - Pesquisa e desenvolvimento - mensal,"""M""",2001,"""US$ (milhões)"""
9497,IED - Alemanha - Seguros e previdência privada - mensal,"""M""",2001,"""US$ (milhões)"""
9498,IED - Alemanha - Serviços pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9499,IED - Alemanha - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9501,IED - Alemanha - Transporte aéreo - mensal,"""M""",2001,"""US$ (milhões)"""
9502,IED - Alemanha - Transporte aquaviário - mensal,"""M""",2001,"""US$ (milhões)"""
9503,IED - Angola - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9504,IED - Angola - Extração de petróleo e serviços relacionados - mensal,"""M""",2001,"""US$ (milhões)"""
9506,IED - Antigua e Barbuda - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9507,IED - Antigua e Barbuda - Correio e telecomunicações - mensal,"""M""",2001,"""US$ (milhões)"""
9508,IED - Antigua e Barbuda - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9509,IED - Antilhas Holandesas - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9510,IED - Antilhas Holandesas - Atividades de informática e conexas - mensal,"""M""",2001,"""US$ (milhões)"""
9511,IED - Antilhas Holandesas - Atividades imobiliárias - mensal,"""M""",2001,"""US$ (milhões)"""
9512,IED - Antilhas Holandesas - Comércio varejista e reparação de objetos pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9514,IED - Antilhas Holandesas - Construção - mensal,"""M""",2001,"""US$ (milhões)"""
9517,IED - Antilhas Holandesas - Fabricação de produtos de metal - mensal,"""M""",2001,"""US$ (milhões)"""
9518,IED - Antilhas Holandesas - Intermediação financeira - mensal,"""M""",2001,"""US$ (milhões)"""
9519,IED - Antilhas Holandesas - Metalurgia básica - mensal,"""M""",2001,"""US$ (milhões)"""
9521,IED - Antilhas Holandesas - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9523,IED - Argentina - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9525,"IED - Argentina - Agricultura, pecuária e serviços relacionados - mensal","""M""",2001,"""US$ (milhões)"""
9526,IED - Argentina - Alojamento e alimentação - mensal,"""M""",2001,"""US$ (milhões)"""
9527,"IED - Argentina - Aluguel de veículos, máquinas, equipamentos e objetos - mensal","""M""",2001,"""US$ (milhões)"""
9529,IED - Argentina - Atividades auxiliares de transportes e agências de viagem - mensal,"""M""",2001,"""US$ (milhões)"""
9530,IED - Argentina - Atividades de informática e conexas - mensal,"""M""",2001,"""US$ (milhões)"""
9531,IED - Argentina - Atividades imobiliárias - mensal,"""M""",2001,"""US$ (milhões)"""
9532,"IED - Argentina - Atividades recreativas, culturais e desportivas - mensal","""M""",2001,"""US$ (milhões)"""
9533,"IED - Argentina - Comércio e reparação de veículos, comércio de combustíveis - mensal","""M""",2001,"""US$ (milhões)"""
9534,IED - Argentina - Comércio por atacado e intermediações do comércio - mensal,"""M""",2001,"""US$ (milhões)"""
9535,IED - Argentina - Comércio varejista e reparação de objetos pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9537,IED - Argentina - Construção - mensal,"""M""",2001,"""US$ (milhões)"""
9539,"IED - Argentina - Edição, impressão e reprodução de gravações - mensal","""M""",2001,"""US$ (milhões)"""
9540,"IED - Argentina - Eletricidade, gás e água quente - mensal","""M""",2001,"""US$ (milhões)"""
9541,IED - Argentina - Extração de petróleo e serviços relacionados - mensal,"""M""",2001,"""US$ (milhões)"""
9542,IED - Argentina - Fabricação de artigos de borracha e plástico - mensal,"""M""",2001,"""US$ (milhões)"""
9543,"IED - Argentina - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - mensal","""M""",2001,"""US$ (milhões)"""
9544,IED - Argentina - Fabricação de máquinas e equipamentos - mensal,"""M""",2001,"""US$ (milhões)"""
9545,IED - Argentina - Fabricação de máquinas para escritório e equipamentos de informática - mensal,"""M""",2001,"""US$ (milhões)"""
9546,"IED - Argentina - Fabricação de máquinas, aparelhos e materiais elétricos - mensal","""M""",2001,"""US$ (milhões)"""
9548,IED - Argentina - Fabricação de móveis e indústrias diversas - mensal,"""M""",2001,"""US$ (milhões)"""
9549,IED - Argentina - Fabricação de produtos alimentícios e bebidas - mensal,"""M""",2001,"""US$ (milhões)"""
9550,IED - Argentina - Fabricação de produtos de madeira - mensal,"""M""",2001,"""US$ (milhões)"""
9553,IED - Argentina - Fabricação de produtos químicos - mensal,"""M""",2001,"""US$ (milhões)"""
9554,IED - Argentina - Fabricação de produtos têxteis - mensal,"""M""",2001,"""US$ (milhões)"""
9555,"IED - Argentina - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal","""M""",2001,"""US$ (milhões)"""
9557,IED - Argentina - Intermediação financeira - mensal,"""M""",2001,"""US$ (milhões)"""
9559,IED - Argentina - Metalurgia básica - mensal,"""M""",2001,"""US$ (milhões)"""
9560,"IED - Argentina - Preparação de couros, fabricação de artefatos e calçados - mensal","""M""",2001,"""US$ (milhões)"""
9563,IED - Argentina - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9564,IED - Argentina - Transporte terrestre - mensal,"""M""",2001,"""US$ (milhões)"""
9565,IED - Austrália - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9567,IED - Austrália - Atividades de informática e conexas - mensal - 9567,"""M""",2001,"""US$ (milhões)"""
9568,IED - Austrália - Comércio por atacado e intermediações do comércio - mensal,"""M""",2001,"""US$ (milhões)"""
9569,IED - Austrália - Extração de minerais metálicos - mensal,"""M""",2001,"""US$ (milhões)"""
9573,IED - Austrália - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9575,IED - Áustria - Total - mensal,"""M""",2001,"""US$ (milhões)"""
9577,"IED - Áustria - Aluguel de veículos, máquinas, equipamentos e objetos - mensal","""M""",2001,"""US$ (milhões)"""
9578,IED - Áustria - Atividades de informática e conexas - mensal,"""M""",2001,"""US$ (milhões)"""
9579,IED - Áustria - Comércio por atacado e intermediações do comércio - mensal,"""M""",2001,"""US$ (milhões)"""
9580,IED - Áustria - Comércio varejista e reparação de objetos pessoais - mensal,"""M""",2001,"""US$ (milhões)"""
9581,IED - Áustria - Fabricação de máquinas e equipamentos - mensal,"""M""",2001,"""US$ (milhões)"""
9583,IED - Áustria - Fabricação de materiais eletrônicos e equipamentos de comunicação - mensal,"""M""",2001,"""US$ (milhões)"""
9584,IED - Áustria - Fabricação de produtos de metal - mensal,"""M""",2001,"""US$ (milhões)"""
9585,IED - Áustria - Fabricação de produtos químicos - mensal,"""M""",2001,"""US$ (milhões)"""
9587,"IED - Áustria - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal","""M""",2001,"""US$ (milhões)"""
9588,IED - Áustria - Intermediação financeira - mensal,"""M""",2001,"""US$ (milhões)"""
9589,IED - Áustria - Serviços prestados a empresas - mensal,"""M""",2001,"""US$ (milhões)"""
9590,"IED - Bahamas, ilhas - Total - mensal","""M""",2001,"""US$ (milhões)"""
9592,"IED - Bahamas, ilhas - Alojamento e alimentação - mensal","""M""",2001,"""US$ (milhões)"""
9593,"IED - Bahamas, ilhas - Aluguel de veículos, máquinas, equipamentos e objetos - mensal","""M""",2001,"""US$ (milhões)"""
9594,"IED - Bahamas, ilhas - Atividades auxiliares da intermediação financeira - mensal","""M""",2001,"""US$ (milhões)"""
