cod,descr,per,anoinicio,unidade
9142,IED - Países Baixos - Extração de petróleo e serviços relacionados - anual,"""A""",1996,"""US$ (milhões)"""
9143,IED - Países Baixos - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9144,"IED - Países Baixos - Fabricação de celulose, papel e produtos de papel - anual","""A""",1996,"""US$ (milhões)"""
9145,"IED - Países Baixos - Fabricação de coque, petróleo, combustíveis nucleares, álcool - anual","""A""",1996,"""US$ (milhões)"""
9146,IED - Países Baixos - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9147,IED - Países Baixos - Fabricação de máquinas para escritório e equipamentos de informática - anual,"""A""",1996,"""US$ (milhões)"""
9148,"IED - Países Baixos - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9149,IED - Países Baixos - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9150,IED - Países Baixos - Fabricação de móveis e indústrias diversas - anual,"""A""",1996,"""US$ (milhões)"""
9151,IED - Países Baixos - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9152,IED - Países Baixos - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9153,IED - Países Baixos - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9154,IED - Países Baixos - Fabricação de produtos de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9155,IED - Países Baixos - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9157,"IED - Países Baixos - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9158,IED - Países Baixos - Fabricação de outros equipamentos de transporte - anual,"""A""",1996,"""US$ (milhões)"""
9159,IED - Países Baixos - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9160,IED - Países Baixos - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9162,"IED - Países Baixos - Preparação de couros, fabricação de artefatos e calçados - anual","""A""",1996,"""US$ (milhões)"""
9163,IED - Países Baixos - Reciclagem - anual,"""A""",1996,"""US$ (milhões)"""
9164,IED - Países Baixos - Saúde e serviços sociais - anual,"""A""",1996,"""US$ (milhões)"""
9165,IED - Países Baixos - Seguros e previdência privada - anual,"""A""",1996,"""US$ (milhões)"""
9166,IED - Países Baixos - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9167,"IED - Países Baixos - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9169,IED - Panamá - Total - anual,"""A""",1996,"""US$ (milhões)"""
9170,"IED - Panamá - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9171,IED - Panamá - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9172,"IED - Panamá - Aluguel de veículos, máquinas, equipamentos e objetos - anual","""A""",1996,"""US$ (milhões)"""
9173,IED - Panamá - Atividades auxiliares da intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9174,IED - Panamá - Atividades auxiliares de transportes e agências de viagem - anual,"""A""",1996,"""US$ (milhões)"""
9175,IED - Panamá - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9176,IED - Panamá - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9177,"IED - Panamá - Captação, tratamento e distribuição de água - anual","""A""",1996,"""US$ (milhões)"""
9178,"IED - Panamá - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9179,IED - Panamá - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9180,IED - Panamá - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9181,IED - Panamá - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9182,IED - Panamá - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9183,"IED - Panamá - Edição, impressão e reprodução de gravações - anual","""A""",1996,"""US$ (milhões)"""
9184,"IED - Panamá - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9185,IED - Panamá - Extração de petróleo e serviços relacionados - anual,"""A""",1996,"""US$ (milhões)"""
9186,IED - Panamá - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9187,"IED - Panamá - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9188,IED - Panamá - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9189,IED - Panamá - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9190,IED - Panamá - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9191,IED - Panamá - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9192,IED - Panamá - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9193,IED - Panamá - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9194,"IED - Panamá - Pesca, aqüicultura e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9195,IED - Panamá - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9196,IED - Paraguai - Total - anual,"""A""",1996,"""US$ (milhões)"""
9197,IED - Paraguai - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9198,"IED - Paraguai - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9199,IED - Paraguai - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9200,IED - Paraguai - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9201,IED - Paraguai - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9202,IED - Peru - Total - anual,"""A""",1996,"""US$ (milhões)"""
9204,IED - Peru - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9205,"IED - Peru - Fabricação de máquinas, aparelhos e materiais elétricos - anual - 9205","""A""",1996,"""US$ (milhões)"""
9207,IED - Porto Rico - Total - anual,"""A""",1996,"""US$ (milhões)"""
9208,IED - Porto Rico - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9209,IED - Portugal - Total - anual,"""A""",1996,"""US$ (milhões)"""
9210,"IED - Portugal - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9211,IED - Portugal - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9212,IED - Portugal - Atividades auxiliares da intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9213,IED - Portugal - Atividades auxiliares de transportes e agências de viagem - anual,"""A""",1996,"""US$ (milhões)"""
9214,IED - Portugal - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9215,IED - Portugal - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9216,"IED - Portugal - Atividades recreativas, culturais e desportivas - anual","""A""",1996,"""US$ (milhões)"""
9217,"IED - Portugal - Captação, tratamento e distribuição de água - anual","""A""",1996,"""US$ (milhões)"""
9218,"IED - Portugal - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9219,IED - Portugal - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9220,IED - Portugal - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9221,IED - Portugal - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9222,IED - Portugal - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9223,"IED - Portugal - Edição, impressão e reprodução de gravações - anual","""A""",1996,"""US$ (milhões)"""
9224,"IED - Portugal - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9225,IED - Portugal - Extração de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9226,IED - Portugal - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9227,IED - Portugal - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9228,"IED - Portugal - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9229,IED - Portugal - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9230,IED - Portugal - Fabricação de móveis e indústrias diversas - anual,"""A""",1996,"""US$ (milhões)"""
9231,IED - Portugal - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9232,IED - Portugal - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9233,IED - Portugal - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9234,IED - Portugal - Fabricação de produtos de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9235,IED - Portugal - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9236,IED - Portugal - Fabricação de produtos têxteis - anual,"""A""",1996,"""US$ (milhões)"""
9237,"IED - Portugal - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9238,IED - Portugal - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9239,IED - Portugal - Limpeza urbana e esgoto e atividades conexas - anual,"""A""",1996,"""US$ (milhões)"""
9240,IED - Portugal - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9241,"IED - Portugal - Pesca, aqüicultura e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9242,"IED - Portugal - Preparação de couros, fabricação de artefatos e calçados - anual","""A""",1996,"""US$ (milhões)"""
9243,IED - Portugal - Seguros e previdência privada - anual,"""A""",1996,"""US$ (milhões)"""
9244,IED - Portugal - Serviços pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9245,IED - Portugal - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9246,"IED - Portugal - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9247,IED - Portugal - Transporte aéreo - anual,"""A""",1996,"""US$ (milhões)"""
9248,IED - Portugal - Transporte terrestre - anual,"""A""",1996,"""US$ (milhões)"""
9249,IED - Reino Unido - Total - anual,"""A""",1996,"""US$ (milhões)"""
9250,"IED - Reino Unido - Administração pública, defesa e seguridade social - anual","""A""",1996,"""US$ (milhões)"""
9251,"IED - Reino Unido - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9252,IED - Reino Unido - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9253,IED - Reino Unido - Atividades auxiliares da intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9254,IED - Reino Unido - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9255,IED - Reino Unido - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9256,"IED - Reino Unido - Atividades recreativas, culturais e desportivas - anual","""A""",1996,"""US$ (milhões)"""
9257,"IED - Reino Unido - Captação, tratamento e distribuição de água - anual","""A""",1996,"""US$ (milhões)"""
9258,"IED - Reino Unido - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9259,IED - Reino Unido - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9260,IED - Reino Unido - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9261,IED - Reino Unido - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9262,IED - Reino Unido - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9263,"IED - Reino Unido - Edição, impressão e reprodução de gravações - anual","""A""",1996,"""US$ (milhões)"""
9264,IED - Reino Unido - Educação - anual,"""A""",1996,"""US$ (milhões)"""
9265,"IED - Reino Unido - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9266,IED - Reino Unido - Extração de minerais metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9267,IED - Reino Unido - Extração de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9268,IED - Reino Unido - Extração de petróleo e serviços relacionados - anual,"""A""",1996,"""US$ (milhões)"""
9269,IED - Reino Unido - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9270,"IED - Reino Unido - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9271,IED - Reino Unido - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9272,"IED - Reino Unido - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9273,IED - Reino Unido - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9274,IED - Reino Unido - Fabricação de móveis e indústrias diversas - anual,"""A""",1996,"""US$ (milhões)"""
9275,IED - Reino Unido - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9276,IED - Reino Unido - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9277,IED - Reino Unido - Fabricação de produtos de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9278,IED - Reino Unido - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9279,IED - Reino Unido - Fabricação de produtos têxteis - anual,"""A""",1996,"""US$ (milhões)"""
9280,"IED - Reino Unido - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9281,IED - Reino Unido - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9282,IED - Reino Unido - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9284,IED - Reino Unido - Seguros e previdência privada - anual,"""A""",1996,"""US$ (milhões)"""
9285,IED - Reino Unido - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9286,IED - República Dominicana - Total - anual,"""A""",1996,"""US$ (milhões)"""
9287,IED - República Dominicana - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9288,IED - Suécia - Total - anual,"""A""",1996,"""US$ (milhões)"""
9289,IED - Suécia - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9290,"IED - Suécia - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9291,IED - Suécia - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9292,IED - Suécia - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9293,IED - Suécia - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9294,IED - Suécia - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9295,"IED - Suécia - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9296,IED - Suécia - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9297,"IED - Suécia - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9298,IED - Suécia - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9299,IED - Suécia - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9300,IED - Suécia - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9302,"IED - Suécia - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9303,IED - Suécia - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9304,IED - Suécia - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9305,IED - Suécia - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9306,"IED - Suécia - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9307,IED - Suíça - Total - anual,"""A""",1996,"""US$ (milhões)"""
9308,"IED - Suíça - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9309,IED - Suíça - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9310,IED - Suíça - Atividades auxiliares da intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9311,IED - Suíça - Atividades auxiliares de transportes e agências de viagem - anual,"""A""",1996,"""US$ (milhões)"""
9312,IED - Suíça - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9313,IED - Suíça - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9314,"IED - Suíça - Atividades recreativas, culturais e desportivas - anual","""A""",1996,"""US$ (milhões)"""
9315,IED - Suíça - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9316,IED - Suíça - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9317,IED - Suíça - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9318,IED - Suíça - Educação - anual,"""A""",1996,"""US$ (milhões)"""
9319,"IED - Suíça - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9320,IED - Suíça - Extração de minerais metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9321,IED - Suíça - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9322,"IED - Suíça - Fabricação de equipamentos médico-hospitalares, instrumentos de precisão e outros - anual","""A""",1996,"""US$ (milhões)"""
9323,IED - Suíça - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9324,"IED - Suíça - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9325,IED - Suíça - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9326,IED - Suíça - Fabricação de móveis e indústrias diversas - anual,"""A""",1996,"""US$ (milhões)"""
9327,IED - Suíça - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9328,IED - Suíça - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9329,IED - Suíça - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9330,IED - Suíça - Fabricação de produtos de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9331,IED - Suíça - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9332,IED - Suíça - Fabricação de produtos têxteis - anual,"""A""",1996,"""US$ (milhões)"""
9333,"IED - Suíça - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9334,IED - Suíça - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9335,"IED - Suíça - Pesca, aqüicultura e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9337,"IED - Suíça - Preparação de couros, fabricação de artefatos e calçados - anual","""A""",1996,"""US$ (milhões)"""
9338,IED - Suíça - Saúde e serviços sociais - anual,"""A""",1996,"""US$ (milhões)"""
9339,IED - Suíça - Seguros e previdência privada - anual,"""A""",1996,"""US$ (milhões)"""
9340,IED - Suíça - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9341,"IED - Suíça - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9342,IED - Tailândia - Total - anual,"""A""",1996,"""US$ (milhões)"""
9343,IED - Tailândia - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9344,"IED - Tcheca, República - Total - anual","""A""",1996,"""US$ (milhões)"""
9345,"IED - Tcheca, República - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9346,"IED - Tcheca, República - Comércio por atacado e intermediações do comércio - anual","""A""",1996,"""US$ (milhões)"""
9347,"IED - Tcheca, República - Serviços prestados a empresas - anual","""A""",1996,"""US$ (milhões)"""
9348,IED - Trinidad e Tobago - Total - anual,"""A""",1996,"""US$ (milhões)"""
9349,IED - Trinidad e Tobago - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9350,IED - Turquia - Total - anual,"""A""",1996,"""US$ (milhões)"""
9351,IED - Turquia - Educação - anual,"""A""",1996,"""US$ (milhões)"""
9352,IED - Turquia - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9353,IED - Uruguai - Total - anual,"""A""",1996,"""US$ (milhões)"""
9354,"IED - Uruguai - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9355,IED - Uruguai - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9356,"IED - Uruguai - Aluguel de veículos, máquinas, equipamentos e objetos - anual","""A""",1996,"""US$ (milhões)"""
9357,IED - Uruguai - Atividades auxiliares da intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9358,IED - Uruguai - Atividades auxiliares de transportes e agências de viagem - anual,"""A""",1996,"""US$ (milhões)"""
9359,IED - Uruguai - Atividades de informática e conexas - anual,"""A""",1996,"""US$ (milhões)"""
9360,IED - Uruguai - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9361,"IED - Uruguai - Atividades recreativas, culturais e desportivas - anual","""A""",1996,"""US$ (milhões)"""
9362,"IED - Uruguai - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9363,IED - Uruguai - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9364,IED - Uruguai - Comércio varejista e reparação de objetos pessoais - anual,"""A""",1996,"""US$ (milhões)"""
9365,IED - Uruguai - Confecção de artefatos vestuário e acessórios - anual,"""A""",1996,"""US$ (milhões)"""
9366,IED - Uruguai - Construção - anual,"""A""",1996,"""US$ (milhões)"""
9367,IED - Uruguai - Correio e telecomunicações - anual,"""A""",1996,"""US$ (milhões)"""
9368,"IED - Uruguai - Edição, impressão e reprodução de gravações - anual","""A""",1996,"""US$ (milhões)"""
9369,"IED - Uruguai - Eletricidade, gás e água quente - anual","""A""",1996,"""US$ (milhões)"""
9370,IED - Uruguai - Extração de minerais metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9371,IED - Uruguai - Fabricação de artigos de borracha e plástico - anual,"""A""",1996,"""US$ (milhões)"""
9372,"IED - Uruguai - Fabricação de celulose, papel e produtos de papel - anual","""A""",1996,"""US$ (milhões)"""
9373,IED - Uruguai - Fabricação de máquinas e equipamentos - anual,"""A""",1996,"""US$ (milhões)"""
9374,IED - Uruguai - Fabricação de máquinas para escritório e equipamentos de informática - anual,"""A""",1996,"""US$ (milhões)"""
9375,"IED - Uruguai - Fabricação de máquinas, aparelhos e materiais elétricos - anual","""A""",1996,"""US$ (milhões)"""
9376,IED - Uruguai - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,"""A""",1996,"""US$ (milhões)"""
9377,IED - Uruguai - Fabricação de móveis e indústrias diversas - anual,"""A""",1996,"""US$ (milhões)"""
9378,IED - Uruguai - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9379,IED - Uruguai - Fabricação de produtos de madeira - anual,"""A""",1996,"""US$ (milhões)"""
9380,IED - Uruguai - Fabricação de produtos de metal - anual,"""A""",1996,"""US$ (milhões)"""
9381,IED - Uruguai - Fabricação de produtos de minerais não-metálicos - anual,"""A""",1996,"""US$ (milhões)"""
9382,IED - Uruguai - Fabricação de produtos do fumo - anual,"""A""",1996,"""US$ (milhões)"""
9383,IED - Uruguai - Fabricação de produtos químicos - anual,"""A""",1996,"""US$ (milhões)"""
9384,IED - Uruguai - Fabricação de produtos têxteis - anual,"""A""",1996,"""US$ (milhões)"""
9385,"IED - Uruguai - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual","""A""",1996,"""US$ (milhões)"""
9386,IED - Uruguai - Fabricação de outros equipamentos de transporte - anual,"""A""",1996,"""US$ (milhões)"""
9387,IED - Uruguai - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9388,IED - Uruguai - Limpeza urbana e esgoto e atividades conexas - anual,"""A""",1996,"""US$ (milhões)"""
9389,IED - Uruguai - Metalurgia básica - anual,"""A""",1996,"""US$ (milhões)"""
9390,"IED - Uruguai - Preparação de couros, fabricação de artefatos e calçados - anual","""A""",1996,"""US$ (milhões)"""
9391,IED - Uruguai - Saúde e serviços sociais - anual,"""A""",1996,"""US$ (milhões)"""
9392,IED - Uruguai - Seguros e previdência privada - anual,"""A""",1996,"""US$ (milhões)"""
9393,IED - Uruguai - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9394,"IED - Uruguai - Silvicultura, exploração florestal e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9395,IED - Uruguai - Transporte terrestre - anual,"""A""",1996,"""US$ (milhões)"""
9396,IED - Venezuela - Total - anual,"""A""",1996,"""US$ (milhões)"""
9397,IED - Venezuela - Alojamento e alimentação - anual,"""A""",1996,"""US$ (milhões)"""
9398,IED - Venezuela - Atividades imobiliárias - anual,"""A""",1996,"""US$ (milhões)"""
9399,"IED - Venezuela - Comércio e reparação de veículos, comércio de combustíveis - anual","""A""",1996,"""US$ (milhões)"""
9400,IED - Venezuela - Comércio por atacado e intermediações do comércio - anual,"""A""",1996,"""US$ (milhões)"""
9401,IED - Venezuela - Fabricação de produtos alimentícios e bebidas - anual,"""A""",1996,"""US$ (milhões)"""
9402,IED - Venezuela - Intermediação financeira - anual,"""A""",1996,"""US$ (milhões)"""
9403,IED - Venezuela - Serviços prestados a empresas - anual,"""A""",1996,"""US$ (milhões)"""
9404,"IED - Virgens, ilhas Britânicas - Total - anual","""A""",1996,"""US$ (milhões)"""
9405,"IED - Virgens, ilhas Britânicas - Administração pública, defesa e seguridade social - anual","""A""",1996,"""US$ (milhões)"""
9406,"IED - Virgens, ilhas Britânicas - Agricultura, pecuária e serviços relacionados - anual","""A""",1996,"""US$ (milhões)"""
9407,"IED - Virgens, ilhas Britânicas - Alojamento e alimentação - anual","""A""",1996,"""US$ (milhões)"""
9408,"IED - Virgens, ilhas Britânicas - Aluguel de veículos, máquinas, equipamentos e objetos - anual","""A""",1996,"""US$ (milhões)"""
9409,"IED - Virgens, ilhas Britânicas - Atividades auxiliares da intermediação financeira - anual","""A""",1996,"""US$ (milhões)"""
9410,"IED - Virgens, ilhas Britânicas - Atividades auxiliares de transportes e agências de viagem - anual","""A""",1996,"""US$ (milhões)"""
9411,"IED - Virgens, ilhas Britânicas - Atividades de informática e conexas - anual","""A""",1996,"""US$ (milhões)"""
9412,"IED - Virgens, ilhas Britânicas - Atividades imobiliárias - anual","""A""",1996,"""US$ (milhões)"""
9413,"IED - Virgens, ilhas Britânicas - Atividades recreativas, culturais e desportivas - anual","""A""",1996,"""US$ (milhões)"""
9414,"IED - Virgens, ilhas Britânicas - Captação, tratamento e distribuição de água - anual","""A""",1996,"""US$ (milhões)"""
9415,"IED - Virgens, ilhas Britânicas - Comércio por atacado e intermediações do comércio - anual","""A""",1996,"""US$ (milhões)"""
9416,"IED - Virgens, ilhas Britânicas - Comércio varejista e reparação de objetos pessoais - anual","""A""",1996,"""US$ (milhões)"""
9417,"IED - Virgens, ilhas Britânicas - Confecção de artefatos vestuário e acessórios - anual","""A""",1996,"""US$ (milhões)"""
