,cod,descr,per,anoinicio,unidade
6440,6832,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governos estaduais,"""M""",1998,"""%"""
6441,6833,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Governos municipais,"""M""",1998,"""%"""
6442,6834,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais,"""M""",1991,"""%"""
6443,6835,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais federais,"""M""",1996,"""%"""
6444,6836,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6445,6837,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6446,6838,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Total - Setor público consolidado,"""M""",1991,"""%"""
6447,6839,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6448,6840,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governo Federal,"""M""",1999,"""%"""
6449,6841,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Banco Central,"""M""",1999,"""%"""
6450,6842,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6451,6843,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos estaduais,"""M""",1998,"""%"""
6452,6844,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Governos municipais,"""M""",1998,"""%"""
6453,6845,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais,"""M""",1991,"""%"""
6454,6846,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6455,6847,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6456,6848,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6457,6849,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Interna - Setor público consolidado,"""M""",1991,"""%"""
6458,6850,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6459,6851,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governo Federal,"""M""",1999,"""%"""
6460,6852,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Banco Central,"""M""",1999,"""%"""
6461,6853,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6462,6854,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos estaduais,"""M""",1998,"""%"""
6463,6855,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Governos municipais,"""M""",1998,"""%"""
6464,6856,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais,"""M""",1991,"""%"""
6465,6857,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6466,6858,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6467,6859,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6468,6860,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros nominais - Externa - Setor público consolidado,"""M""",1991,"""%"""
6469,6861,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6470,6862,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governo Federal,"""M""",1999,"""%"""
6471,6863,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Banco Central,"""M""",1999,"""%"""
6472,6864,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6473,6865,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos estaduais,"""M""",1998,"""%"""
6474,6866,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Governos municipais,"""M""",1998,"""%"""
6475,6867,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais,"""M""",1991,"""%"""
6476,6868,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais federais,"""M""",1996,"""%"""
6477,6869,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6478,6870,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6479,6871,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Total - Setor público consolidado,"""M""",1991,"""%"""
6480,6872,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6481,6873,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governo Federal,"""M""",1999,"""%"""
6482,6874,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Banco Central,"""M""",1999,"""%"""
6483,6875,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6484,6876,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governos estaduais,"""M""",1998,"""%"""
6485,6877,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Governos municipais,"""M""",1998,"""%"""
6486,6878,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais,"""M""",1991,"""%"""
6487,6879,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6488,6880,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6489,6881,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6490,6882,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Interna - Setor público consolidado,"""M""",1991,"""%"""
6491,6883,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6492,6884,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Governo Federal,"""M""",1999,"""%"""
6493,6885,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Banco Central,"""M""",1999,"""%"""
6494,6886,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6495,6887,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Governos estaduais,"""M""",1998,"""%"""
6496,6888,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Governos municipais,"""M""",1998,"""%"""
6497,6889,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais,"""M""",1991,"""%"""
6498,6890,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6499,6891,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6500,6892,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6501,6893,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Resultado operacional - Externa - Setor público consolidado,"""M""",1991,"""%"""
6502,6894,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6503,6895,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Governo Federal,"""M""",1999,"""%"""
6504,6896,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Banco Central,"""M""",1999,"""%"""
6505,6897,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6506,6898,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Governos estaduais,"""M""",1998,"""%"""
6507,6899,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Governos municipais,"""M""",1998,"""%"""
6508,6900,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais,"""M""",1991,"""%"""
6509,6901,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais federais,"""M""",1996,"""%"""
6510,6902,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6511,6903,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6512,6904,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Total - Setor público consolidado,"""M""",1991,"""%"""
6513,6905,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6514,6906,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Governo Federal,"""M""",1999,"""%"""
6515,6907,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Banco Central,"""M""",1999,"""%"""
6516,6908,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6517,6909,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Governos estaduais,"""M""",1998,"""%"""
6518,6910,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Governos municipais,"""M""",1998,"""%"""
6519,6911,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais,"""M""",1991,"""%"""
6520,6912,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6521,6913,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6522,6914,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6523,6915,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Interna - Setor público consolidado,"""M""",1991,"""%"""
6524,6916,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6525,6917,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Governo Federal,"""M""",1999,"""%"""
6526,6918,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Banco Central,"""M""",1999,"""%"""
6527,6919,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6528,6920,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Governos estaduais,"""M""",1998,"""%"""
6529,6921,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Governos municipais,"""M""",1998,"""%"""
6530,6922,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais,"""M""",1991,"""%"""
6531,6923,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6532,6924,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6533,6925,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6534,6926,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano - Juros reais - Externa - Setor público consolidado,"""M""",1991,"""%"""
6535,6927,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6536,6928,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Governo Federal,"""M""",1999,"""%"""
6537,6929,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Banco Central,"""M""",1999,"""%"""
6538,6930,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6539,6931,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Governos estaduais,"""M""",1998,"""%"""
6540,6932,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Governos municipais,"""M""",1998,"""%"""
6541,6933,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais,"""M""",1991,"""%"""
6542,6934,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais federais,"""M""",1996,"""%"""
6543,6935,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6544,6936,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6545,6937,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Total - Setor público consolidado,"""M""",1991,"""%"""
6546,6938,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6547,6939,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Governo Federal,"""M""",1999,"""%"""
6548,6940,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Banco Central,"""M""",1999,"""%"""
6549,6941,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6550,6942,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Governos estaduais,"""M""",1998,"""%"""
6551,6943,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Governos municipais,"""M""",1998,"""%"""
6552,6944,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais,"""M""",1991,"""%"""
6553,6945,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6554,6946,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6555,6947,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6556,6948,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Interna - Setor público consolidado,"""M""",1991,"""%"""
6557,6949,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6558,6950,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Governo Federal,"""M""",1999,"""%"""
6559,6951,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Banco Central,"""M""",1999,"""%"""
6560,6952,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6561,6953,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Governos estaduais,"""M""",1998,"""%"""
6562,6954,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Governos municipais,"""M""",1998,"""%"""
6563,6955,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais,"""M""",1991,"""%"""
6564,6956,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6565,6957,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6566,6958,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6567,6959,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado nominal - Externa - Setor público consolidado,"""M""",1991,"""%"""
6568,6960,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6569,6961,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Governo Federal,"""M""",1999,"""%"""
6570,6962,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Banco Central,"""M""",1999,"""%"""
6571,6963,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6572,6964,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Governos estaduais,"""M""",1998,"""%"""
6573,6965,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Governos municipais,"""M""",1998,"""%"""
6574,6966,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais,"""M""",1991,"""%"""
6575,6967,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais federais,"""M""",1996,"""%"""
6576,6968,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6577,6969,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6578,6970,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Total - Setor público consolidado,"""M""",1991,"""%"""
6579,6971,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6580,6972,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Governo Federal,"""M""",1999,"""%"""
6581,6973,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Banco Central,"""M""",1999,"""%"""
6582,6974,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6583,6975,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Governos estaduais,"""M""",1998,"""%"""
6584,6976,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Governos municipais,"""M""",1998,"""%"""
6585,6977,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais,"""M""",1991,"""%"""
6586,6978,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6587,6979,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6588,6980,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6589,6981,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Interna - Setor público consolidado,"""M""",1991,"""%"""
6590,6982,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Governo Federal e Banco Central,"""M""",1991,"""%"""
6591,6983,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Governo Federal,"""M""",1999,"""%"""
6592,6984,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Banco Central,"""M""",1999,"""%"""
6593,6985,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Governos estaduais e municipais,"""M""",1991,"""%"""
6594,6986,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Governos estaduais,"""M""",1998,"""%"""
6595,6987,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Governos municipais,"""M""",1998,"""%"""
6596,6988,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais,"""M""",1991,"""%"""
6597,6989,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais federais,"""M""",1996,"""%"""
6598,6990,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais estaduais,"""M""",1996,"""%"""
6599,6991,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Empresas estatais municipais,"""M""",1996,"""%"""
6600,6992,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Juros nominais - Externa - Setor público consolidado,"""M""",1991,"""%"""
6601,6993,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Governo Federal e Banco Central,"""M""",1991,"""%"""
6602,6994,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Governo Federal,"""M""",1999,"""%"""
6603,6995,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Banco Central,"""M""",1999,"""%"""
6604,6996,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Governos estaduais e municipais,"""M""",1991,"""%"""
6605,6997,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Governos estaduais,"""M""",1998,"""%"""
6606,6998,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Governos municipais,"""M""",1998,"""%"""
6607,6999,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais,"""M""",1991,"""%"""
6608,7000,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais federais,"""M""",1996,"""%"""
6609,7001,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais estaduais,"""M""",1996,"""%"""
6610,7002,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Empresas estatais municipais,"""M""",1996,"""%"""
6611,7003,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Total - Setor público consolidado,"""M""",1991,"""%"""
6612,7004,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Governo Federal e Banco Central,"""M""",1991,"""%"""
6613,7005,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Governo Federal,"""M""",1999,"""%"""
6614,7006,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Banco Central,"""M""",1999,"""%"""
6615,7007,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Governos estaduais e municipais,"""M""",1991,"""%"""
6616,7008,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Governos estaduais,"""M""",1998,"""%"""
6617,7009,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Governos municipais,"""M""",1998,"""%"""
6618,7010,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais,"""M""",1991,"""%"""
6619,7011,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais federais,"""M""",1996,"""%"""
6620,7012,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais estaduais,"""M""",1996,"""%"""
6621,7013,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Empresas estatais municipais,"""M""",1996,"""%"""
6622,7014,NFSP com desvalorização cambial (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado operacional - Interna - Setor público consolidado,"""M""",1991,"""%"""
