,cod,descr,per,anoinicio,unidade
2005,2224,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - Dívida agrícola,"""M""",1991,"""u.m.c. (milhões)"""
2006,2225,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - TDA,"""M""",1991,"""u.m.c. (milhões)"""
2007,2226,Dívida mobiliária (Saldos) - Títulos do Tesouro Nacional - Posição de custódia - CDP,"""M""",1991,"""u.m.c. (milhões)"""
2008,2227,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - Total em mercado,"""M""",1986,"""u.m.c. (milhões)"""
2009,2228,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - LBC e LBC-E,"""M""",1991,"""u.m.c. (milhões)"""
2010,2229,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - BBC,"""M""",1991,"""u.m.c. (milhões)"""
2011,2230,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - BBC-A,"""M""",1991,"""u.m.c. (milhões)"""
2012,2231,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-A,"""M""",1991,"""u.m.c. (milhões)"""
2013,2232,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-E,"""M""",1991,"""u.m.c. (milhões)"""
2014,2233,Dívida mobiliária (Saldos) - Títulos do Banco Central - Posição de custódia - NBC-F,"""M""",1991,"""u.m.c. (milhões)"""
2015,2234,Dívida mobiliária - Participação por indexador - Câmbio,"""M""",1991,"""%"""
2016,2235,Dívida mobiliária - Participação por indexador - Posição de custódia - TR,"""M""",1996,"""%"""
2017,2236,Dívida mobiliária - Participação por indexador - Posição de custódia - Posição de custódia - IGP-M,"""M""",1996,"""%"""
2018,2237,Dívida mobiliária - Participação por indexador - Posição de custódia - IGP-DI,"""M""",1996,"""%"""
2019,2238,Dívida mobiliária - Participação por indexador - Posição de custódia - Over/Selic,"""M""",1996,"""%"""
2020,2239,Dívida mobiliária - Participação por indexador - Posição de custódia - Prefixado,"""M""",1996,"""%"""
2021,2240,Dívida mobiliária - Participação por indexador - Posição de custódia - TJLP,"""M""",1996,"""%"""
2022,2241,Dívida mobiliária - Participação por indexador - Posição de custódia - Outros,"""M""",1996,"""%"""
2023,2242,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total emitido,"""M""",1991,"""u.m.c. (milhões)"""
2024,2243,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Títulos em tesouraria,"""M""",1993,"""u.m.c. (milhões)"""
2025,2244,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total em circulação,"""M""",1991,"""u.m.c. (milhões)"""
2026,2245,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total em custódia no Banco Central,"""M""",1993,"""u.m.c. (milhões)"""
2027,2246,Dívida mobiliária (Saldos) - Títulos públicos estaduais e municipais - Total fora do Banco Central,"""M""",1991,"""u.m.c. (milhões)"""
2028,2247,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Colocações,"""M""",1992,"""u.m.c. (milhões)"""
2029,2248,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Resgates,"""M""",1992,"""u.m.c. (milhões)"""
2030,2249,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado primário - Saldo,"""M""",1992,"""u.m.c. (milhões)"""
2031,2250,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Vendas/financ.líq. tomados,"""M""",1992,"""u.m.c. (milhões)"""
2032,2251,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Compras/financ. concedidos,"""M""",1992,"""u.m.c. (milhões)"""
2033,2252,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Mercado secundário - Saldo,"""M""",1992,"""u.m.c. (milhões)"""
2034,2253,"Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Total - Colocações, vendas/financ. tomados","""M""",1992,"""u.m.c. (milhões)"""
2035,2254,"Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Total - Resgates, compras/financ. concedidos","""M""",1992,"""u.m.c. (milhões)"""
2036,2255,Dívida mobiliária (Fluxos) - Impacto monetário das operações com títulos - Saldo total das operações,"""M""",1992,"""u.m.c. (milhões)"""
2037,2256,Execução financeira do Tesouro Nacional (Fluxos) - Receita,"""M""",1985,"""u.m.c. (milhões)"""
2038,2257,Execução financeira do Tesouro Nacional (Fluxos) - Despesa,"""M""",1986,"""u.m.c. (milhões)"""
2039,2258,Execução financeira do Tesouro Nacional (Fluxos) - Resultado de caixa,"""M""",1985,"""u.m.c. (milhões)"""
2040,2259,Execução financeira do Tesouro Nacional (Fluxos) - Operações com títulos públicos federais,"""M""",1990,"""u.m.c. (milhões)"""
2041,2260,Execução financeira do Tesouro Nacional (Fluxos) - Remuneração de disponibilidade no Banco Central,"""M""",1990,"""u.m.c. (milhões)"""
2042,2261,Execução financeira do Tesouro Nacional (Fluxos) - Resultado do Banco Central,"""M""",1990,"""u.m.c. (milhões)"""
2043,2262,Execução financeira do Tesouro Nacional (Fluxos) - Encargos da dívida mobiliária da carteira do Bacen,"""M""",1994,"""u.m.c. (milhões)"""
2044,2263,Execução financeira do Tesouro Nacional (Fluxos) - Renegociação da dívida externa e aquisição de garantias,"""M""",1994,"""u.m.c. (milhões)"""
2045,2264,Execução financeira do Tesouro Nacional (Fluxos) - Amortização da dívida contratada interna e externa,"""M""",1991,"""u.m.c. (milhões)"""
2046,2265,Execução financeira do Tesouro Nacional (Fluxos) - Disponibilidade de recursos,"""M""",1992,"""u.m.c. (milhões)"""
2047,2266,Receitas do Tesouro Nacional (Fluxos) - Receita fiscal,"""M""",1985,"""u.m.c. (milhões)"""
2048,2267,Receitas do Tesouro Nacional (Fluxos) - Receita operações ofic. créditos e remuneração das disponib. no Banco do Brasil,"""M""",1988,"""u.m.c. (milhões)"""
2049,2268,Receitas do Tesouro Nacional (Fluxos) - Total,"""M""",1985,"""u.m.c. (milhões)"""
2050,2269,Despesas do Tesouro Nacional (Fluxos) - Pessoal e encargos,"""M""",1986,"""u.m.c. (milhões)"""
2051,2270,Despesas do Tesouro Nacional (Fluxos) - Transferências a estados e municípios,"""M""",1986,"""u.m.c. (milhões)"""
2052,2271,Despesas do Tesouro Nacional (Fluxos) - Outras vinculações,"""M""",1986,"""u.m.c. (milhões)"""
2053,2272,Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida mobiliária da carteira do Bacen,"""M""",1986,"""u.m.c. (milhões)"""
2054,2273,Despesas do Tesouro Nacional (Fluxos) - Operações oficiais de crédito,"""M""",1988,"""u.m.c. (milhões)"""
2055,2274,Despesas do Tesouro Nacional (Fluxos) - Encargos da dívida contratada - Interna e externa,"""M""",1988,"""u.m.c. (milhões)"""
2056,2275,"Despesas do Tesouro Nacional (Fluxos) - Custeio, investimento e restos a pagar","""M""",1986,"""u.m.c. (milhões)"""
2057,2276,Despesas do Tesouro Nacional (Fluxos) - Total,"""M""",1986,"""u.m.c. (milhões)"""
2058,2277,Previdência social (Fluxos) - Receitas - Total,"""M""",1996,"""u.m.c. (mil)"""
2059,2278,Previdência social (Fluxos) - Receitas - Arrecadação,"""M""",1996,"""u.m.c. (mil)"""
2060,2279,Previdência social (Fluxos) - Receitas - Outras,"""M""",1991,"""u.m.c. (mil)"""
2061,2280,Previdência social (Fluxos) - Receitas - Antecipação do Tesouro Nacional,"""M""",1998,"""u.m.c. (mil)"""
2062,2281,Previdência social (Fluxos) - Receitas - Transferências da União,"""M""",1991,"""u.m.c. (mil)"""
2063,2282,Previdência social (Fluxos) - Despesas - Total,"""M""",1996,"""u.m.c. (mil)"""
2064,2283,Previdência social (Fluxos) - Despesas - Benefícios previdenciários,"""M""",1996,"""u.m.c. (mil)"""
2065,2284,Previdência social (Fluxos) - Despesas - Benefícios não previdenciários,"""M""",1997,"""u.m.c. (mil)"""
2066,2285,Previdência social (Fluxos) - Despesas - Outras,"""M""",1991,"""u.m.c. (mil)"""
2067,2286,Previdência social (Fluxos) - Despesas - Transferências a terceiros,"""M""",1991,"""u.m.c. (mil)"""
2068,2287,Previdência social - Saldo operacional,"""M""",1991,"""u.m.c. (mil)"""
2069,2288,Previdência social - Saldo previdenciário,"""M""",1996,"""u.m.c. (mil)"""
2070,2289,Receita dos estados (Fluxos) - Arrecadação de ICMS - Total Nacional,"""M""",1992,"""u.m.c. (mil)"""
2071,2290,Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Norte,"""M""",1992,"""u.m.c. (mil)"""
2072,2291,Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Nordeste,"""M""",1992,"""u.m.c. (mil)"""
2073,2292,Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Sudeste,"""M""",1992,"""u.m.c. (mil)"""
2074,2293,Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Sul,"""M""",1992,"""u.m.c. (mil)"""
2075,2294,Receita dos estados e municípios (Fluxos) - Arrecadação de ICMS - Região Centro-Oeste,"""M""",1992,"""u.m.c. (mil)"""
2076,2295,Receita dos estados e municípios (Fluxos) - Transferências da União - Total,"""M""",1991,"""u.m.c. (mil)"""
2077,2296,Receita dos estados e municípios (Fluxos) - Transferências da União - Região Norte,"""M""",1991,"""u.m.c. (mil)"""
2078,2297,Receita dos estados e municípios (Fluxos) - Transferências da União - Região Nordeste,"""M""",1991,"""u.m.c. (mil)"""
2079,2298,Receita dos estados e municípios (Fluxos) - Transferências da União - Região Sudeste,"""M""",1991,"""u.m.c. (mil)"""
2080,2299,Receita dos estados e municípios (Fluxos) - Transferências da União - Região Sul,"""M""",1991,"""u.m.c. (mil)"""
2081,2300,Receita dos estados e municípios (Fluxos) - Transferências da União - Região Centro-Oeste,"""M""",1991,"""u.m.c. (mil)"""
2082,2301,Transações correntes (saldo) - anual,"""A""",1947,"""US$ (milhões)"""
2083,2302,Balança comercial (saldo) - anual,"""A""",1940,"""US$ (milhões)"""
2084,2303,Exportação de bens (fob),"""A""",1940,"""US$ (milhões)"""
2085,2304,Importação de bens (fob),"""A""",1940,"""US$ (milhões)"""
2086,2305,Serviços (líquido) - anual,"""A""",1947,"""US$ (milhões)"""
2087,2306,Transportes (líquido) - anual,"""A""",1947,"""US$ (milhões)"""
2088,2307,Transportes - Total (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2089,2308,Transportes - Fretes (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2090,2309,Transportes - Outros (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2091,2310,Transportes - Total (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2092,2311,Transportes - Fretes (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2093,2312,Transportes - Outros (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2094,2313,Viagens internacionais (líquido) - anual,"""A""",1947,"""US$ (milhões)"""
2095,2314,Viagens internacionais - Total (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2096,2315,"Viagens internacionais - Fins educacionais, culturais ou esportivos (receita) - anual","""A""",1995,"""US$ (milhões)"""
2097,2316,Viagens internacionais - Funcionários de governo (receita) - anual,"""A""",1995,"""US$ (milhões)"""
2098,2317,Viagens internacionais - Negócios (receita) - anual,"""A""",1995,"""US$ (milhões)"""
2099,2318,Viagens internacionais - Por motivos de saúde (receita) - anual,"""A""",1995,"""US$ (milhões)"""
2100,2319,Viagens internacionais - Turismo (receita) - anual,"""A""",1995,"""US$ (milhões)"""
2101,2320,Viagens internacionais - Cartões de crédito (receita) - anual,"""A""",1992,"""US$ (milhões)"""
2102,2321,Viagens internacionais - Total (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2103,2322,"Viagens internacionais - Fins educacionais, culturais ou esportivos (despesa) - anual","""A""",1995,"""US$ (milhões)"""
2104,2323,Viagens internacionais - Funcionários de governo (despesa) - anual,"""A""",1995,"""US$ (milhões)"""
2105,2324,Viagens internacionais - Negócios (despesa) - anual,"""A""",1995,"""US$ (milhões)"""
2106,2325,Viagens internacionais - Por motivos de saúde (despesa) - anual,"""A""",1995,"""US$ (milhões)"""
2107,2326,Viagens internacionais - Turismo (despesa) - anual,"""A""",1995,"""US$ (milhões)"""
2108,2327,Viagens internacionais - Cartões de crédito (despesa) - anual,"""A""",1992,"""US$ (milhões)"""
2109,2328,Seguros (líquido) - anual,"""A""",1947,"""US$ (milhões)"""
2110,2329,Seguros (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2111,2330,Seguros (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2112,2331,Serviços governamentais (líquido) - anual,"""A""",1947,"""US$ (milhões)"""
2113,2332,Serviços governamentais (receita) - anual,"""A""",1947,"""US$ (milhões)"""
2114,2333,Serviços governamentais (despesa) - anual,"""A""",1947,"""US$ (milhões)"""
2115,2334,Serviços financeiros (líquido) - anual,"""A""",1953,"""US$ (milhões)"""
2116,2335,Serviços financeiros (receita) - anual,"""A""",1953,"""US$ (milhões)"""
2117,2336,Serviços financeiros (despesa) - anual,"""A""",1953,"""US$ (milhões)"""
2118,2337,Computação e informação (líquido) - anual,"""A""",1953,"""US$ (milhões)"""
2119,2338,Computação e informação (receita) - anual,"""A""",1953,"""US$ (milhões)"""
2120,2339,Computação e informação (despesa) - anual,"""A""",1953,"""US$ (milhões)"""
2121,2340,Royalties e licenças (líquido) - anual,"""A""",1953,"""US$ (milhões)"""
2122,2341,Royalties e licenças (receita) - anual,"""A""",1953,"""US$ (milhões)"""
2123,2342,Royalties e licenças (despesa) - anual,"""A""",1953,"""US$ (milhões)"""
2124,2343,Aluguel de equipamentos (líquido) - anual,"""A""",1966,"""US$ (milhões)"""
2125,2344,Aluguel de equipamentos (receita) - anual,"""A""",1966,"""US$ (milhões)"""
2126,2345,Aluguel de equipamentos (despesa) - anual,"""A""",1966,"""US$ (milhões)"""
2127,2346,Serviços de comunicações (líquido) - anual,"""A""",1953,"""US$ (milhões)"""
2128,2347,Serviços de comunicações (receita) - anual,"""A""",1953,"""US$ (milhões)"""
2129,2348,Serviços de comunicações (despesa) - anual,"""A""",1953,"""US$ (milhões)"""
2130,2349,Serviços de construção (líquido) - anual,"""A""",1992,"""US$ (milhões)"""
2131,2350,Serviços de construção (receita) - anual,"""A""",1992,"""US$ (milhões)"""
2132,2351,Serviços de construção (despesa) - anual,"""A""",1992,"""US$ (milhões)"""
2133,2352,Serviços relativos ao comércio (líquido) - anual,"""A""",1953,"""US$ (milhões)"""
2134,2353,Serviços relativos ao comércio (receita) - anual,"""A""",1953,"""US$ (milhões)"""
2135,2354,Serviços relativos ao comércio (despesa) - anual,"""A""",1953,"""US$ (milhões)"""
2136,2355,"Serviços empresariais, profissionais e técnicos (líquido) - anual","""A""",1953,"""US$ (milhões)"""
2137,2356,"Serviços empresariais, profissionais e técnicos - Total (receita) - anual","""A""",1953,"""US$ (milhões)"""
2138,2357,"Serviços empresariais, profissionais e técnicos - Encomendas postais (receita) - anual","""A""",1992,"""US$ (milhões)"""
2139,2358,"Serviços empresariais, profissionais e técnicos - Honorário de profissional liberal (receita) - anual","""A""",1992,"""US$ (milhões)"""
2140,2359,"Serviços empresariais, profissionais e técnicos - Instal/manut escritórios, administrativos e aluguel imóveis (receita) - anual","""A""",1953,"""US$ (milhões)"""
2141,2360,"Serviços empresariais, profissionais e técnicos - Participação em feiras e exposições (receita) - anual","""A""",1989,"""US$ (milhões)"""
2142,2361,"Serviços empresariais, profissionais e técnicos - Passe de atleta profissional (receita) - anual","""A""",1992,"""US$ (milhões)"""
2143,2362,"Serviços empresariais, profissionais e técnicos - Publicidade (receita) - anual","""A""",1953,"""US$ (milhões)"""
2144,2363,"Serviços empresariais, profissionais e técnicos - Serviços de arquitetura, engenharia e outros técnicos (receita) - anual","""A""",1967,"""US$ (milhões)"""
2145,2364,"Serviços empresariais, profissionais e técnicos - Serviços implantação/instalação de projeto técnico-econômico (receita) - anual","""A""",1995,"""US$ (milhões)"""
2146,2365,"Serviços empresariais, profissionaise técnicos - Total (despesa) - anual","""A""",1953,"""US$ (milhões)"""
2147,2366,"Serviços empresariais, profissionais e técnicos - Aquisição de medicamentos no exterior (despesa) - anual","""A""",1992,"""US$ (milhões)"""
2148,2367,"Serviços empresariais, profissionais e técnicos - Encomendas postais (despesa) - anual","""A""",1992,"""US$ (milhões)"""
2149,2368,"Serviços empresariais, profissionais e técnicos - Honorário de profissional liberal (despesa) - anual","""A""",1992,"""US$ (milhões)"""
2150,2369,"Serviços empresariais, profissionais e técnicos - Instal/manut escritórios, administrativos e aluguel imóveis (despesa) - anual","""A""",1953,"""US$ (milhões)"""
2151,2370,"Serviços empresariais, profissionais e técnicos - Participação em feiras e exposições (despesa) - anual","""A""",1989,"""US$ (milhões)"""
2152,2371,"Serviços empresariais, profissionais e técnicos - Passe de atleta profissional (despesa) - anual","""A""",1992,"""US$ (milhões)"""
