cod,descr
14838,Necessidades de financiamento do Estado do TO e principais municípios - Resultado primário - Fluxo no trimestre
14839,Necessidades de financiamento do Estado do AC e principais municípios - Resultado nominal - Fluxo no trimestre
14840,Necessidades de financiamento do Estado de AL e principais municípios - Resultado nominal - Fluxo no trimestre
14841,Necessidades de financiamento do Estado do AM e principais municípios - Resultado nominal - Fluxo no trimestre
14842,Necessidades de financiamento do Estado do AP e principais municípios - Resultado nominal - Fluxo no trimestre
14843,Necessidades de financiamento do Estado da BA e principais municípios - Resultado nominal - Fluxo no trimestre
14844,Necessidades de financiamento do Estado do CE e principais municípios - Resultado nominal - Fluxo no trimestre
14845,Necessidades de financiamento do Estado do ES e principais municípios - Resultado nominal - Fluxo no trimestre
14846,Necessidades de financiamento do Estado de GO e principais municípios - Resultado nominal - Fluxo no trimestre
14847,Necessidades de financiamento do Estado do MA e principais municípios - Resultado nominal - Fluxo no trimestre
14848,Necessidades de financiamento do Estado de MG e principais municípios - Resultado nominal - Fluxo no trimestre
14849,Necessidades de financiamento do Estado de MS e principais municípios - Resultado nominal - Fluxo no trimestre
14850,Necessidades de financiamento do Estado do MT e principais municípios - Resultado nominal - Fluxo no trimestre
14851,Necessidades de financiamento do Estado do PA e principais municípios - Resultado nominal - Fluxo no trimestre
14852,Necessidades de financiamento do Estado da PB e principais municípios - Resultado nominal - Fluxo no trimestre
14853,Necessidades de financiamento do Estado de PE e principais municípios - Resultado nominal - Fluxo no trimestre
14854,Necessidades de financiamento do Estado do PI e principais municípios - Resultado nominal - Fluxo no trimestre
14855,Necessidades de financiamento do Estado do PR e principais municípios - Resultado nominal - Fluxo no trimestre
14856,Necessidades de financiamento do Estado do RJ e principais municípios - Resultado nominal - Fluxo no trimestre
14857,Necessidades de financiamento do Estado do RN e principais municípios - Resultado nominal - Fluxo no trimestre
14858,Necessidades de financiamento do Estado de RO e principais municípios - Resultado nominal - Fluxo no trimestre
14859,Necessidades de financiamento do Estado de RR e principais municípios - Resultado nominal - Fluxo no trimestre
14860,Necessidades de financiamento do Estado do RS e principais municípios - Resultado nominal - Fluxo no trimestre
14861,Necessidades de financiamento do Estado de SC e principais municípios - Resultado nominal - Fluxo no trimestre
14862,Necessidades de financiamento do Estado de SE e principais municípios - Resultado nominal - Fluxo no trimestre
14863,Necessidades de financiamento do Estado de SP e principais municípios - Resultado nominal - Fluxo no trimestre
14864,Necessidades de financiamento do Estado do TO e principais municípios - Resultado nominal - Fluxo no trimestre
14865,Necessidades de financiamento do Estado do AC e principais municípios - Juros nominais - Fluxo no trimestre
14866,Necessidades de financiamento do Estado de AL e principais municípios - Juros nominais - Fluxo no trimestre
14867,Necessidades de financiamento do Estado do AM e principais municípios - Juros nominais - Fluxo no trimestre
14868,Necessidades de financiamento do Estado do AP e principais municípios - Juros nominais - Fluxo no trimestre
14869,Necessidades de financiamento do Estado da BA e principais municípios - Juros nominais - Fluxo no trimestre
14870,Necessidades de financiamento do Estado do CE e principais municípios - Juros nominais - Fluxo no trimestre
14871,Necessidades de financiamento do Estado do ES e principais municípios - Juros nominais - Fluxo no trimestre
14872,Necessidades de financiamento do Estado de GO e principais municípios - Juros nominais - Fluxo no trimestre
14873,Necessidades de financiamento do Estado do MA e principais municípios - Juros nominais - Fluxo no trimestre
14874,Necessidades de financiamento do Estado de MG e principais municípios - Juros nominais - Fluxo no trimestre
14875,Necessidades de financiamento do Estado de MS e principais municípios - Juros nominais - Fluxo no trimestre
14876,Necessidades de financiamento do Estado do MT e principais municípios - Juros nominais - Fluxo no trimestre
14877,Necessidades de financiamento do Estado do PA e principais municípios - Juros nominais - Fluxo no trimestre
14878,Necessidades de financiamento do Estado da PB e principais municípios - Juros nominais - Fluxo no trimestre
14879,Necessidades de financiamento do Estado de PE e principais municípios - Juros nominais - Fluxo no trimestre
14880,Necessidades de financiamento do Estado do PI e principais municípios - Juros nominais - Fluxo no trimestre
14881,Necessidades de financiamento do Estado do PR e principais municípios - Juros nominais - Fluxo no trimestre
14882,Necessidades de financiamento do Estado do RJ e principais municípios - Juros nominais - Fluxo no trimestre
14883,Necessidades de financiamento do Estado do RN e principais municípios - Juros nominais - Fluxo no trimestre
14884,Necessidades de financiamento do Estado de RO e principais municípios - Juros nominais - Fluxo no trimestre
14885,Necessidades de financiamento do Estado de RR e principais municípios - Juros nominais - Fluxo no trimestre
14886,Necessidades de financiamento do Estado do RS e principais municípios - Juros nominais - Fluxo no trimestre
14887,Necessidades de financiamento do Estado de SC e principais municípios - Juros nominais - Fluxo no trimestre
14888,Necessidades de financiamento do Estado de SE e principais municípios - Juros nominais - Fluxo no trimestre
14889,Necessidades de financiamento do Estado de SP e principais municípios - Juros nominais - Fluxo no trimestre
14890,Necessidades de financiamento do Estado do TO e principais municípios - Juros nominais - Fluxo no trimestre
14891,Outros fluxos (ajustes) do Estado do AC e principais municípios - Fluxo no trimestre
14892,Outros fluxos (ajustes) do Estado de AL e principais municípios - Fluxo no trimestre
14893,Outros fluxos (ajustes) do Estado do AM e principais municípios - Fluxo no trimestre
14894,Outros fluxos (ajustes) do Estado do AP e principais municípios - Fluxo no trimestre
14895,Outros fluxos (ajustes) do Estado da BA e principais municípios - Fluxo no trimestre
14896,Outros fluxos (ajustes) do Estado do CE e principais municípios - Fluxo no trimestre
14897,Outros fluxos (ajustes) do Estado do ES e principais municípios - Fluxo no trimestre
14898,Outros fluxos (ajustes) do Estado de GO e principais municípios - Fluxo no trimestre
14899,Outros fluxos (ajustes) do Estado do MA e principais municípios - Fluxo no trimestre
14900,Outros fluxos (ajustes) do Estado de MG e principais municípios - Fluxo no trimestre
14901,Outros fluxos (ajustes) do Estado de MS e principais municípios - Fluxo no trimestre
14902,Outros fluxos (ajustes) do Estado do MT e principais municípios - Fluxo no trimestre
14903,Outros fluxos (ajustes) do Estado do PA e principais municípios - Fluxo no trimestre
14904,Outros fluxos (ajustes) do Estado da PB e principais municípios - Fluxo no trimestre
14905,Outros fluxos (ajustes) do Estado de PE e principais municípios - Fluxo no trimestre
14906,Outros fluxos (ajustes) do Estado do PI e principais municípios - Fluxo no trimestre
14907,Outros fluxos (ajustes) do Estado do PR e principais municípios - Fluxo no trimestre
14908,Outros fluxos (ajustes) do Estado do RJ e principais municípios - Fluxo no trimestre
14909,Outros fluxos (ajustes) do Estado do RN e principais municípios - Fluxo no trimestre
14910,Outros fluxos (ajustes) do Estado de RO e principais municípios - Fluxo no trimestre
14911,Outros fluxos (ajustes) do Estado de RR e principais municípios - Fluxo no trimestre
14912,Outros fluxos (ajustes) do Estado do RS e principais municípios - Fluxo no trimestre
14913,Outros fluxos (ajustes) do Estado de SC e principais municípios - Fluxo no trimestre
14914,Outros fluxos (ajustes) do Estado de SE e principais municípios - Fluxo no trimestre
14915,Outros fluxos (ajustes) do Estado de SP e principais municípios - Fluxo no trimestre
14916,Outros fluxos (ajustes) do Estado do TO e principais municípios - Fluxo no trimestre
14917,Necessidades de financiamento do Estado do AC e principais municípios - Resultado primário - Fluxo acumulado no ano
14918,Necessidades de financiamento do Estado de AL e principais municípios - Resultado primário - Fluxo acumulado no ano
14919,Necessidades de financiamento do Estado do AM e principais municípios - Resultado primário - Fluxo acumulado no ano
14920,Necessidades de financiamento do Estado do AP e principais municípios - Resultado primário - Fluxo acumulado no ano
14921,Necessidades de financiamento do Estado da BA e principais municípios - Resultado primário - Fluxo acumulado no ano
14922,Necessidades de financiamento do Estado do CE e principais municípios - Resultado primário - Fluxo acumulado no ano
14923,Necessidades de financiamento do Estado do ES e principais municípios - Resultado primário - Fluxo acumulado no ano
14924,Necessidades de financiamento do Estado de GO e principais municípios - Resultado primário - Fluxo acumulado no ano
14925,Necessidades de financiamento do Estado do MA e principais municípios - Resultado primário - Fluxo acumulado no ano
14926,Necessidades de financiamento do Estado de MG e principais municípios - Resultado primário - Fluxo acumulado no ano
14927,Necessidades de financiamento do Estado de MS e principais municípios - Resultado primário - Fluxo acumulado no ano
14928,Necessidades de financiamento do Estado do MT e principais municípios - Resultado primário - Fluxo acumulado no ano
14929,Necessidades de financiamento do Estado do PA e principais municípios - Resultado primário - Fluxo acumulado no ano
14930,Necessidades de financiamento do Estado da PB e principais municípios - Resultado primário - Fluxo acumulado no ano
14931,Necessidades de financiamento do Estado de PE e principais municípios - Resultado primário - Fluxo acumulado no ano
14932,Necessidades de financiamento do Estado do PI e principais municípios - Resultado primário - Fluxo acumulado no ano
14933,Necessidades de financiamento do Estado do PR e principais municípios - Resultado primário - Fluxo acumulado no ano
14934,Necessidades de financiamento do Estado do RJ e principais municípios - Resultado primário - Fluxo acumulado no ano
14935,Necessidades de financiamento do Estado do RN e principais municípios - Resultado primário - Fluxo acumulado no ano
14936,Necessidades de financiamento do Estado de RO e principais municípios - Resultado primário - Fluxo acumulado no ano
14937,Necessidades de financiamento do Estado de RR e principais municípios - Resultado primário - Fluxo acumulado no ano
14938,Necessidades de financiamento do Estado do RS e principais municípios - Resultado primário - Fluxo acumulado no ano
14939,Necessidades de financiamento do Estado de SC e principais municípios - Resultado primário - Fluxo acumulado no ano
14940,Necessidades de financiamento do Estado de SE e principais municípios - Resultado primário - Fluxo acumulado no ano
14941,Necessidades de financiamento do Estado de SP e principais municípios - Resultado primário - Fluxo acumulado no ano
14942,Necessidades de financiamento do Estado do TO e principais municípios - Resultado primário - Fluxo acumulado no ano
14943,Necessidades de financiamento do Estado do AC e principais municípios - Resultado nominal - Fluxo acumulado no ano
