cod,descr
7486,Cesta básica - Goiânia
7487,Cesta básica - João Pessoa
7488,Cesta básica - Natal
7489,Cesta básica - Porto Alegre
7490,Cesta básica - Recife
7491,Cesta básica - Rio de Janeiro
7492,Cesta básica - Salvador
7493,Cesta básica - São Paulo
7494,Cesta básica - Vitória
7495,SINAPI
7496,Comércio geral
7497,Comércio geral sem concessionárias
7498,Varejo de bens de consumo - Total
7499,Varejo de bens de consumo - Bens duráveis - Total
7500,Varejo de bens de consumo - Bens duráveis - Lojas de departamento
7501,Varejo de bens de consumo - Bens duráveis - Utilidades domésticas
7502,"Varejo de bens de consumo - Bens duráveis - Cine, foto e som e óticas/CD"
7503,"Varejo de bens de consumo - Bens duráveis - Cine, foto e som e óticas"
7504,Varejo de bens de consumo - Bens duráveis - Lojas de CD
7505,Varejo de bens de consumo - Bens duráveis - Móveis e decorações
7506,Varejo de bens de consumo - Bens semiduráveis - Total
7507,Varejo de bens de consumo - Bens semiduráveis - Vestuário
7508,Varejo de bens de consumo - Bens semiduráveis - Tecidos
7509,Varejo de bens de consumo - Bens semiduráveis - Calçados
7510,Varejo de bens de consumo - Bens não-duráveis - Total
7511,Varejo de bens de consumo - Bens não-duráveis - Supermercados
7512,Varejo de bens de consumo - Bens não-duráveis - Farmácia e perfumaria
7513,Comércio automotivo - Total
7514,Comércio automotivo - Concessionárias de veículos
7515,Comércio automotivo - Autopeças e acessórios
7516,Materiais de construção
7517,Taxa entre Bancos Centrais do CCR aplicada aos saldos bilaterais
7518,Operações de crédito do sistema financeiro - Recursos direcionados - Habitacional
7519,Operações de crédito do sistema financeiro - Recursos direcionados - Rural
7520,Operações de crédito do sistema financeiro - Recursos direcionados - BNDES-Direto
7521,Operações de crédito do sistema financeiro - Recursos direcionados - BNDES-Repasses
7522,Operações de crédito do sistema financeiro - Recursos direcionados - BNDES-Total
7523,Operações de crédito do sistema financeiro - Recursos direcionados - Outros
7524,Operações de crédito do sistema financeiro - Recursos direcionados - Total
7526,Operações de arrendamento mercantil (Leasing) - pessoas físicas/PIB
7527,Operações de arrendamento mercantil (Leasing) - pessoas jurídicas/PIB
7528,Fatores condicionantes da base monetária - Operações com títulos públicos federais - Banco Central (saldo em final de período)
7529,Fatores condicionantes da base monetária - Operações com títulos públicos federais - Tesouro Nacional (saldo em final de período)
7530,Comportamento monetário - Comportamento do público - C
7531,Comportamento monetário - Comportamento do público - D
7532,Comportamento monetário - Comportamento dos bancos - R1
7533,Comportamento monetário - Comportamento dos bancos - R2
7534,Multiplicador monetário - K
7535,Base monetária ampliada - Títulos públicos federais-total (saldo em final de período)
7536,Base monetária ampliada - (B2) (saldo em final de período)
7537,Fatores condicionantes da base monetária ampliada - Outras contas (saldo em final de período)
7538,Fatores condicionantes da base monetária ampliada - Juros sobre títulos públicos federais (saldo em final de período)
7539,Fatores condicionantes da base monetária ampliada - Juros sobre depósitos compulsórios (saldo em final de período)
7540,Fatores condicionantes da base monetária ampliada - Juros total (saldo em final de período)
7541,Fatores condicionantes da base monetária ampliada - Variação da base ampliada (saldo em final de período)
7542,Recolhimentos obrigatórios de instituições financeiras - Saldo total (remunerado)
7543,Recolhimentos obrigatórios de instituições financeiras - Saldo total (não-remunerado)
7544,Resultado Primário do Governo Central - Receita Total
7545,Resultado primário do governo central - Receitas do Tesouro - Total
7546,Resultado Primário do Governo Central - Receitas - Previdência Social
7547,Resultado Primário do Governo Central - Despesa Total
7548,Resultado Primário do Governo Gentral - Despesas do Tesouro
7549,Resultado Primário do Governo Central - Transferências por Repartição de Receita
7550,Resultado primário do governo central - Despesas do Tesouro - Custeio e Capital
7551,Resultado primário do governo central - Despesas do Tesouro - Transferências do Tesouro ao Bacen
7552,Resultado Primário do Governo Central - Despesas - Benefícios Previdenciários
7553,Resultado Primário do Governo Central - Despesas - Pessoal e Encargos Sociais
7554,Resultado Primário do Governo Central - Resultado Primário do Tesouro Nacional
7555,Resultado Primário do Governo Central - Resultado Primário da Previdência Social
7556,Resultado Primário do Governo Central - Resultado Primário do Banco Central
7557,Resultado Primário do Governo Central - Resultado Primário (acima da linha)
7558,Resultado Primário do Governo Central - Erros e Omissões
7559,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal civil - Ativos
7560,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal civil - Inativos
7561,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal civil - Pensionistas
7562,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal civil - Total
7563,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal militar - Ativos
7564,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal militar - Inativos
7565,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal militar - Pensionistas
7566,Despesas com pessoal da União - Regime de competência (Liquidada) - Pessoal militar - Total
7567,Despesas com pessoal da União - Regime de competência (Liquidada) - Total - Ativos
7568,Despesas com pessoal da União - Regime de competência (Liquidada) - Total - Inativos
7569,Despesas com pessoal da União - Regime de competência (Liquidada) - Total - Pensionistas
7570,Despesas com pessoal da União - Regime de competência (Liquidada) - Total
7571,Receita corrente líquida
7572,Despesas com pessoal da União - Regime de competência (Liberada) - Legislativo - Câmara dos Deputados
7573,Despesas com pessoal da União - Regime de competência (Liberada) - Legislativo - Senado Federal
7574,Despesas com pessoal da União - Regime de competência (Liberada) - Legislativo - Tribunal de Contas da União
7575,Despesas com pessoal da União - Regime de competência (Liberada) - Legislativo - Total
7576,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Superior Tribunal Federal
7577,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Superior Tribunal Justiça
7578,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Justiça Federal
7579,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Justiça Militar
7580,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Justiça Eleitoral
7581,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Justiça do Trabalho
7582,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Justiça do DF e dos Territórios
7583,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Ministério público da União
7584,Despesas com pessoal da União - Regime de competência (Liberada) - Judiciário - Total
7585,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Presidência da República
7586,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Vice Presidência República
7587,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. Adm. Federal e Reforma do Estado
7588,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Sec. Ass. Estratégicos
7589,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - EMFA
7590,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - MPOC
7591,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Advocacia Geral da União
7592,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Aeronáltica
7593,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Agricultura
7594,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Ciência e Tecnologia
7595,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Fazenda
7596,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Educação e Desporto
7597,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. do Exército
7598,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. Ind. Com e Turismo
7599,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Justiça
7600,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Marinha
7601,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. de Minas e Energia
7602,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - MPAS
7603,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. das Relações Exteriores
7604,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. da Saúde
7605,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min do Trabalho
7606,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min dos Transportes
7607,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min das Comunicações
7608,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min da Cultura
7609,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Min. do Meio Ambiente
7610,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Gabinete do Min. Ext. Esportes
7611,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Gabinete do Min. Ext. Política Fundiária
7612,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Ministério da Integração Nacional
7613,Despesas com pessoal da União - Regime de competência (Liberada) - Executivo - Total
7614,Despesas com pessoal da União - Regime de competência (Liberada) - Total por poderes
7615,Receitas tributárias - Regime de competência - Imposto de renda - Total
7616,Receitas tributárias - Regime de competência - Imposto de renda - Pessoa física
7617,Receitas tributárias - Regime de competência - Imposto de renda - Pessoa jurídica - Entidades financeiras
7618,Receitas tributárias - Regime de competência - Imposto de renda - Pessoa jurídica - Demais empresas
7619,Receitas tributárias - Regime de competência - Imposto de renda - Pessoa jurídica - Total
7620,Receitas tributárias - Regime de competência - Imposto de renda - Retido na fonte - Rendimento do trabalho
7621,Receitas tributárias - Regime de competência - Imposto de renda - Retido na fonte - Rendimento do capital
7622,Receitas tributárias - Regime de competência - Imposto de renda - Retido na fonte - Remessa para exterior
7623,Receitas tributárias - Regime de competência - Imposto de renda - Retido na fonte - Outros rendimentos
7624,Receitas tributárias - Regime de competência - Imposto de renda - Retido na fonte - Total
7625,Receitas tributárias - Regime de competência - IPI - Total
7626,Receitas tributárias - Regime de competência - IPI - Fumo
7627,Receitas tributárias - Regime de competência - IPI - Bebidas
7628,Receitas tributárias - Regime de competência - IPI - Automóveis
7629,Receitas tributárias - Regime de competência - IPI - Outros
7630,Receitas tributárias - Regime de competência - IPI - Vinculados à importação
7631,Receitas tributárias - Regime de competência - IOF
7632,Receitas tributárias - Regime de competência - Cofins
7633,Receitas tributárias - Regime de competência - CLPJ
7634,Receitas tributárias - Regime de competência - PIS/Pasep
7635,Receitas tributárias - Regime de competência - Imposto de importação
7636,Receitas tributárias - Regime de competência - CPMF
7637,Receitas tributárias - Regime de competência - CIDE
7638,Receitas tributárias - Regime de competência - Outros tributos
7639,Receitas tributárias - Regime de competência - Total
7640,Arrecadação de ICMS (Fluxos) - Setor primário - São Paulo
7641,Arrecadação de ICMS (Fluxos) - Setor primário - Rio de Janeiro
7642,Arrecadação de ICMS (Fluxos) - Setor primário - Minas Gerais
7643,Arrecadação de ICMS (Fluxos) - Setor primário - Rio Grande do Sul
7644,Arrecadação de ICMS (Fluxos) - Setor primário - Paraná
7645,Arrecadação de ICMS (Fluxos) - Setor primário - Bahia
7646,Arrecadação de ICMS (Fluxos) - Setor primário - Santa Catarina
7647,Arrecadação de ICMS (Fluxos) - Setor primário - Pernambuco
7648,Arrecadação de ICMS (Fluxos) - Setor primário - Goiás
7649,Arrecadação de ICMS (Fluxos) - Setor primário - Espírito Santo
7650,Arrecadação de ICMS (Fluxos) - Setor Primário - Total Nacional
7651,Arrecadação de ICMS (Fluxos) - Setor secundário - São Paulo
7652,Arrecadação de ICMS (Fluxos) - Setor secundário - Rio de Janeiro
7653,Arrecadação de ICMS (Fluxos) - Setor secundário - Minas Gerais
7654,Arrecadação de ICMS (Fluxos) - Setor secundário - Rio Grande do Sul
7655,Arrecadação de ICMS (Fluxos) - Setor secundário - Paraná
7656,Arrecadação de ICMS (Fluxos) - Setor secundário - Bahia
7657,Arrecadação de ICMS (Fluxos) - Setor secundário - Santa Catarina
7658,Arrecadação de ICMS (Fluxos) - Setor secundário - Pernambuco
7659,Arrecadação de ICMS (Fluxos) - Setor secundário - Goiás
7660,Arrecadação de ICMS (Fluxos) - Setor secundário - Espírito Santo
7661,Arrecadação de ICMS (Fluxos) - Setor Secundário - Total Nacional
7662,Arrecadação de ICMS (Fluxos) - Setor terciário - São Paulo
7663,Arrecadação de ICMS (Fluxos) - Setor terciário - Rio de Janeiro
7664,Arrecadação de ICMS (Fluxos) - Setor terciário - Minas Gerais
7665,Arrecadação de ICMS (Fluxos) - Setor terciário - Rio Grande do Sul
7666,Arrecadação de ICMS (Fluxos) - Setor terciário - Paraná
7667,Arrecadação de ICMS (Fluxos) - Setor terciário - Bahia
7668,Arrecadação de ICMS (Fluxos) - Setor terciário - Santa Catarina
7669,Arrecadação de ICMS (Fluxos) - Setor terciário - Pernambuco
7670,Arrecadação de ICMS (Fluxos) - Setor terciário - Goiás
7671,Arrecadação de ICMS (Fluxos) - Setor terciário - Espírito Santo
7672,Arrecadação de ICMS (Fluxos) - Setor Terciário - Total Nacional
7673,Arrecadação de ICMS (Fluxos) - Energia - São Paulo
7674,Arrecadação de ICMS (Fluxos) - Energia - Rio de Janeiro
7675,Arrecadação de ICMS (Fluxos) - Energia - Minas Gerais
7676,Arrecadação de ICMS (Fluxos) - Energia - Rio Grande do Sul
7677,Arrecadação de ICMS (Fluxos) - Energia - Paraná
7678,Arrecadação de ICMS (Fluxos) - Energia - Bahia
7679,Arrecadação de ICMS (Fluxos) - Energia - Santa Catarina
7680,Arrecadação de ICMS (Fluxos) - Energia - Pernambuco
7681,Arrecadação de ICMS (Fluxos) - Energia - Goiás
7682,Arrecadação de ICMS (Fluxos) - Energia - Espírito Santo
7683,Arrecadação de ICMS (Fluxos) - Energia - Total Nacional
7684,Arrecadação de ICMS (Fluxos) - Petróleo - São Paulo
7685,Arrecadação de ICMS (Fluxos) - Petróleo - Rio de Janeiro
7686,Arrecadação de ICMS (Fluxos) - Petróleo - Minas Gerais
7687,Arrecadação de ICMS (Fluxos) - Petróleo - Rio Grande do Sul
7688,Arrecadação de ICMS (Fluxos) - Petróleo - Paraná
7689,Arrecadação de ICMS (Fluxos) - Petróleo - Bahia
7690,Arrecadação de ICMS (Fluxos) - Petróleo - Santa Catarina
7691,Arrecadação de ICMS (Fluxos) - Petróleo - Pernambuco
7692,Arrecadação de ICMS (Fluxos) - Petróleo - Goiás
7693,Arrecadação de ICMS (Fluxos) - Petróleo - Espírito Santo
7694,Arrecadação de ICMS (Fluxos) - Petróleo - Total Nacional
7695,Arrecadação de ICMS (Fluxos) - Outras fontes - São Paulo
7696,Arrecadação de ICMS (Fluxos) - Outras fontes - Rio de Janeiro
7697,Arrecadação de ICMS (Fluxos) - Outras fontes - Minas Gerais
7698,Arrecadação de ICMS (Fluxos) - Outras fontes - Rio Grande do Sul
7699,Arrecadação de ICMS (Fluxos) - Outras fontes - Paraná
7700,Arrecadação de ICMS (Fluxos) - Outras fontes - Bahia
7701,Arrecadação de ICMS (Fluxos) - Outras fontes - Santa Catarina
7702,Arrecadação de ICMS (Fluxos) - Outras fontes - Pernambuco
7703,Arrecadação de ICMS (Fluxos) - Outras fontes - Goiás
7704,Arrecadação de ICMS (Fluxos) - Outras fontes - Espírito Santo
7705,Arrecadação de ICMS (Fluxos) - Outras fontes - Total Nacional
7706,Taxas de crescimento do PIB real - Bolívia
7709,Taxas de crescimento do PIB real - Paraguai
7711,Taxas de crescimento do PIB real - Uruguai
7712,Taxas de crescimento do PIB real - Venezuela
7727,Índice de preços ao consumidor (2005=100) - Bolívia
7730,Índice de preços ao consumidor (2005=100) - Paraguai
7732,Índice de preços ao consumidor (2005=100) - Uruguai
7733,Índice de preços ao consumidor (2005=100) - Venezuela
7736,Índice de preços por atacado (2005=100) - Paraguai
7738,Índice de preços por atacado (2005=100) - Uruguai
7739,Índice de preços por atacado (2005=100) - Venezuela
7740,Exportações (A) - Bolívia
7743,Exportações (A) - Paraguai
7745,Exportações (A) - Uruguai
7746,Exportações (A) - Venezuela
7747,Importações (A) - Bolívia
7750,Importações (A) - Paraguai
7752,Importações (A) - Uruguai
7753,Importações (A) - Venezuela
7754,Transações correntes - Bolívia
7757,Transações correntes - Paraguai
7759,Transações correntes - Uruguai
7760,Transações correntes - Venezuela
7761,Reservas internacionais - Bolívia
7764,Reservas internacionais - Paraguai
7766,Reservas internacionais - Uruguai
7767,Reservas internacionais - Venezuela
7790,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Hot money
7791,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Desconto de duplicatas
7792,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Desconto de notas promissórias
7793,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Capital de giro
7794,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Conta garantida
7795,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Aquisição de bens - Pessoa jurídica
7796,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Vendor
7797,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Cheque especial
7798,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Crédito pessoal
7799,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Aquisição de veículos - Pessoa física
7800,Spread médio das operações de crédito com recursos livres referenciais                para taxa de juros (pré-fixado) - Aquisição de outros bens - Pessoa física
7807,Depósitos a prazo - Saldo total - Com rendimentos incorporados - diário
7808,Fundo de ações - Saldo - diário
7809,Dow Jones NYSE - índice
7810,Nasdaq - índice
7811,Taxa de juros - Taxa Referencial (TR) - Primeiro dia do mês
7812,Taxa de juros - Taxa Referencial (TR) - Primeiro dia do mês anualizada
7813,Taxas de juros - TBF - Primeiro dia do mês
7814,Taxas de juros - TBF - Primeiro dia do mês anualizada
7815,Taxas de juros - TJLP mensal
7828,Depósitos de poupança até 03.05.2012 - Rentabilidade no período (1º dia do mês)
7830,Ouro - Variação percentual mensal
7831,Dólar comercial - Variação percentual mensal
7832,Ibovespa - Variação percentual mensal
7833,Fundo BB-extramercado - Rentabilidade acumulada no mês
7834,Fundos de ações - Rentabilidade acumulada no mês
7835,Depósitos a prazo - Saldo total - Com rendimentos incorporados - mensal
7836,Caderneta de poupança (total) - Saldos
7837,Fundo de investimento financeiro - FIF total - Patrimônio líquido - mensal
7838,Fundo BB - Extramercado - Patrimônio líquido - mensal
7839,Fundos de ações - Saldo - mensal
7840,Emissão primária de títulos - Ações
7841,Emissão primária de títulos - Debêntures
7842,Emissão primária de títulos - Notas promissórias
7843,Emissão primária de títulos - Certificados de recebíveis imobiliários
7844,Emissão primária de títulos - Quotas de fundos
7845,Bovespa - índice mensal
7846,Dow Jones NYSE - índice mensal
7847,Nasdaq - índice mensal
7848,Valor das empresas listadas no Ibovespa
7849,Valor das empresas listadas na Bovespa
7850,Quantidade de companhias listadas na Bovespa
7851,NFSP - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - Governo Federal sem INSS
7852,NFSP - Fluxo mensal corrente (u.m.c.) - Resultado primário - Total - INSS
7853,NFSP - Fluxo mensal corrente - Resultado primário - Total - Governo Federal sem INSS
7854,NFSP - Fluxo mensal corrente - Resultado primário - Total - INSS
7855,NFSP - Fluxo acumulado no ano - Resultado primário - Total - Governo Federal sem INSS
7856,NFSP - Fluxo acumulado no ano - Resultado primário - Total - INSS
7857,NFSP - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - Governo Federal sem INSS
7858,NFSP - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - INSS
7859,NFSP - Fluxo acumulado em 12 meses - Resultado primário - Total - Governo Federal sem INSS
7860,NFSP - Fluxo acumulado em 12 meses - Resultado primário - Total - INSS
7861,NFSP - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - Governo Federal sem INSS
7862,NFSP - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - INSS
7863,NFSP (% PIB) - Fluxo mensal corrente - Resultado primário - Total - Governo Federal sem INSS
7864,NFSP (% PIB) - Fluxo mensal corrente - Resultado primário - Total - INSS
7865,NFSP (% PIB) - Fluxo acumulado no ano - Resultado primário - Total - Governo Federal sem INSS
7866,NFSP (% PIB) - Fluxo acumulado no ano - Resultado primário - Total - INSS
7867,NFSP (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - Governo Federal sem INSS
7868,NFSP (% PIB) - Fluxo acumulado no ano (valorizado) - Resultado primário - Total - INSS
7869,NFSP (% PIB) - Fluxo acumulado em 12 meses - Resultado primário - Total - Governo Federal sem INSS
7870,NFSP (% PIB) - Fluxo acumulado em 12 meses - Resultado primário - Total - INSS
7871,NFSP (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - Governo Federal sem INSS
7872,NFSP (% PIB) - Fluxo acumulado em 12 meses (valorizado) - Resultado primário - Total - INSS
7873,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Hot money
7874,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Desconto de duplicatas
7875,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Desconto de notas promissórias
7876,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Capital de giro
7877,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Conta garantida
7878,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Financiamento imobiliário - Pessoa jurídica
7879,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Aquisição de bens - Pessoa jurídica
7880,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Vendor
7881,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Adiantamento sobre contrato de câmbio (ACC)
7882,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Export notes
7883,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Repasses externos
7884,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Outras operações - Pessoa jurídica
7885,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Cheque especial
7886,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Crédito pessoal
7887,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Financiamento imobiliário - Pessoa física
7888,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Aquisição de bens veículos - Pessoa física
7889,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Aquisição de outros bens - Pessoa física
7890,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Cartão de crédito - Pessoa física
7891,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Outras operações - Pessoa física
7892,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Total geral
7893,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Total pessoa jurídica
7894,Prazo médio consolidado das operações de crédito com recursos livres referenciais                para taxa de juros - Total pessoa física
7895,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Hot money
7896,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Desconto de duplicatas
7897,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Desconto de notas promissórias
7898,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Capital de giro
7899,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Conta garantida
7900,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Financiamento imobiliário - Pessoa jurídica
7901,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Aquisição de bens - Pessoa jurídica
7902,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Vendor
7903,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Adiantamento sobre contrato de câmbio (ACC)
7904,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Export notes
7905,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Repasses externos
7906,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Outras operações - Pessoa jurídica
7907,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Cheque especial
7908,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Crédito pessoal
7909,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Financiamento imobiliário - Pessoa física
7910,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Aquisição de bens veículos - Pessoa física
7911,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Aquisição de outros bens - Pessoa física
7912,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Cartão de crédito - Pessoa física
7913,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Outras operações - Pessoa física
7914,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Total geral
7915,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Total pessoa jurídica
7916,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência de 15 a 90 dias em relação ao total da modalidade - Total pessoa física
7917,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Hot money
7918,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Desconto de duplicatas
7919,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Desconto de notas promissórias
7920,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Capital de giro
7921,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Conta garantida
7922,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Financiamento imobiliário - Pessoa jurídica
7923,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Aquisição de bens - Pessoa jurídica
7924,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Vendor
7925,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Adiantamento sobre contrato de câmbio (ACC
7926,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Export notes
7927,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Repasses externos
7928,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Outras operações - Pessoa jurídica
7929,Operações de crédito com recursos livres referenciais                para taxa de juros - Inadimplência acima de 90 dias em relação ao total da modalidade - Cheque especial
